0,0,0,0,"826.2782408794611"
1999,1999,1999,1999,"1999"
1202.4872074000903,948.7426657604742,0,0,"1345.9121391805786"
1687.5127925999097,1999,1999,662.2887269222547,"1702.0878608194214"
712.1563037198684,159.30833081262688,0,62.04884289322422,"837.4273188914647"
1369.8436962801316,324.6916691873731,1999,783.9511571067758,"1999"
7.0104661516219124,131.5989332017729,548.3925688740475,914.1241223149984,"899.5427698417386"
234.98953384837807,502.40106679822713,647.6074311259525,917.8758776850016,"1284.4572301582614"
1534.7118919821467,1737.7806828864232,1512.1241270199275,1547.5153339992653,"1393.6241736416537"
1555.2881080178533,1946.2193171135768,1617.8758729800725,1790.4846660007347,"1416.3758263583463"
0,0,722.5409177743217,0,"0"
1999,1394.2757262091368,1999,1999,"1999"
0,1690.2005218578574,0,0,"0"
866.2083184914986,1999,1999,1999,"1999"
0,627.6116548940719,0,1127.4723604110718,"323.6766603278969"
1999,1922.3883451059282,907.954729093346,1928.5276395889282,"930.3233396721031"
0,0,0,0,"432.59850203896417"
1999,1999,1999,1999,"1999"
90.46004334358955,118.7861535145412,240.073235216435,1787.2869699480104,"214.72653190350607"
103.53995665641045,249.21384648545882,559.926764783565,1999,"219.27346809649393"
0,0,0,0,"979.3122693664234"
1999,722.6520570038213,1999,1999,"1246.6877306335766"
0,0,0,499.57728219053104,"0"
1999,1999,1999,1114.4227178094688,"1999"
409.91095374313323,844.0727878327896,1424.5816790272818,0,"641.9503220511223"
664.0890462568667,907.9272121672104,1435.4183209727182,352.7243069171642,"858.0496779488777"
1210.24844018056,648.6603049847022,268.76272105975164,0,"0"
1999,887.3396950152978,1053.2372789402484,1999,"1999"
0,1258.7993778105879,0,0,"44.21639710020213"
630.2163524113223,1999,1999,1999,"1399.7836028997979"
0,0,1226.2622909731024,1025.5598515051108,"0"
1999,1999,1323.7377090268976,1358.4401484948892,"1999"
579.6475441222493,517.9217557415957,1458.6145539367053,816.0651013721812,"0"
778.3524558777507,1630.0782442584043,1999,1999,"1999"
1523.2725213098533,606.363213101682,0,1214.692190074574,"0"
1804.7274786901467,677.636786898318,1999,1999,"1999"
269.4412703411631,0,0,1046.2711797840554,"0"
1856.558729658837,1999,967.4565455623151,1715.7288202159446,"1999"
0,0,1632.1545894772057,245.39898500009775,"0"
1999,1999,1843.8454105227943,314.60101499990225,"1999"
616.7848393831462,0,1314.3284109887186,1301.7576010170055,"579.5721009662298"
1999,1054.9186829813475,1999,1999,"1999"
338.51766921851834,1792.5843892212724,434.17161982751657,0,"387.1593145800551"
501.48233078148166,1911.4156107787276,461.82838017248343,348.29169967929823,"740.840685419945"
0,0,0,0,"0"
1999,1999,1457.9981317420788,1999,"1999"
1526.1039018821944,1392.6769367448273,1085.5590351906424,0,"1092.7962728096481"
1737.8960981178056,1597.3230632551727,1186.4409648093576,1999,"1131.2037271903519"
1605.928904032016,667.2502819212827,492.1876206609956,869.8790772300332,"522.4020677008346"
1764.071095967984,892.7497180787173,575.8123793390043,878.1209227699668,"725.5979322991654"
0,0,1314.838681560795,0,"0"
1999,1999,1999,1999,"1999"
1035.448720806432,0,0,0,"0"
1670.551279193568,542.697863929072,1999,1999,"1999"
0,0,1593.3879616708998,0,"0"
1999,1999,1624.6120383291002,1999,"1999"
1541.042410754561,0,1885.597355267687,352.59238155857696,"0"
1566.957589245439,31.14369132391824,1934.402644732313,469.40761844142304,"1999"
1061.8586909938085,0,409.86171656601766,1014.7151616868086,"1527.410639691494"
1999,1519.9347647351995,604.1382834339823,1999,"1762.589360308506"
0,0,0,28.99903330426139,"0"
1999,1999,1999,1809.0009666957385,"1999"
0,0,84.2323570823038,1143.3174077950016,"1304.4617846204446"
1999,1999,159.7676429176962,1999,"1999"
363.43434331913863,0,1631.2488356392669,752.1080405920025,"1378.002470511588"
528.5656566808614,1999,1634.7511643607331,1081.8919594079975,"1507.997529488412"
0,0,411.5649016477877,0,"101.62655439568198"
1999,1999,1918.4350983522122,384.685414126885,"1999"
0,184.38669456957922,1074.2463394959195,1607.3017001812113,"552.0248012837935"
1999,859.6133054304207,1999,1999,"1999"
1733.8018385570667,0,0,554.0017073211843,"224.35609355007136"
1890.1981614429333,1999,1999,893.9982926788157,"1007.6439064499286"
0,0,0,0,"0"
1999,1999,1999,1999,"1017.5774952250224"
548.6750112048676,1422.6410783610058,0,1909.2665218495922,"0"
755.3249887951324,1999,1999,1999,"1630.8925644246183"
323.37107686193343,934.2474986667256,0,0,"108.41215356062094"
576.6289231380666,1855.7525013332743,1999,1999,"1905.587846439379"
0,967.7302647296384,0,0,"1084.211090309416"
1999,1018.2697352703616,1999,1999,"1101.788909690584"
0,0,0,0,"0"
1999,1999,1999,383.08453319733474,"1999"
1167.1863744325476,0,642.0046485968141,1385.3347370001654,"866.6630299738006"
