2087.8204728317864,30.076843285161296,30.733120364813377,318.1213741275442,-173,0,0,0,49.200843711127575,"134.30158078129534"
2134.1795271682136,43.923156714838704,33.266879635186626,327.8786258724558,601,7117,254,254,82.79915628887242,"739.6984192187047"
2694.054955848651,0,0,0,-173,0,175.27936970444517,0,0,"0"
3473.945044151349,360,66,1397,601,7117,180.72063029555483,254,254,"7173"
2578.9018374545653,10.725066567261788,0,0,-71.3939588732786,0,0,178.91313096197416,68.24064297272488,"0"
3731.0981625454347,15.274933432738212,30.204960979122184,260.3278028105892,79.3939588732786,7117,254,254,235.75935702727512,"3559.0364812642442"
1859,0,0,0,-173,0,0,0,18.3344732643546,"0"
3858,360,22.261086385951995,1011.8864103403073,601,7117,254,254,239.66552673564541,"7173"
1869.8749181483315,0,50.69861271810756,0,128.15012670950145,0,151.27150988486648,197.1525209447205,0,"6136.747119875178"
2222.1250818516683,360,53.30138728189244,1397,131.84987329049855,7117,220.72849011513352,218.8474790552795,254,"6861.252880124822"
2328.753554558002,265.6003720695868,17.864360359755956,0,23.461687201516426,0,82.4428541852408,108.14989617165882,95.24084664987724,"3877.5533181288606"
2881.246445441998,360,36.135639640244044,186.01539205839282,46.538312798483574,3628.6489750932988,209.5571458147592,254,254,"7173"
1859,69.79768534150998,14.736731982333069,0,-128.61688672888582,0,119.24474963000186,155.00787661137838,37.204241450741506,"420.3271685145555"
3628.744718544502,254.20231465849002,15.263268017666931,1397,182.61688672888582,4407.047946782062,254,254,234.7957585492585,"2727.6728314854445"
1859,0,0,0,-173,0,0,0,133.02296718253154,"0"
3858,360,66,1397,601,7117,254,254,166.97703281746846,"7173"
1859,0,0.48093921763263836,0,-173,828.627941163918,0,0,97.15270532644904,"1300.9693187506941"
3758.966314307483,66.41320749175782,29.51906078236736,620.0262775635,601,5369.372058836082,254,254,184.84729467355095,"7173"
1859,0,0,28.462319960298757,-45.6622409538097,0,204.66306363839524,0,0,"0"
3858,360,66,161.53768003970123,57.6622409538097,7117,245.33693636160476,254,254,"7173"
1859,0,0,0,-8.869286614962888,0,0,0,0,"5018.7046326084655"
3858,360,66,1397,48.86928661496289,7117,254,254,254,"5649.2953673915345"
1859,0,0,0,-173,0,212.89490658833918,217.14416565669876,0,"2996.018809893334"
3858,360,66,1397,601,7117,223.10509341166082,224.85583434330124,254,"3323.981190106666"
2512.0024994948717,191.7878955807002,17.98052432880877,315.9776719473223,-18.131540384644094,1215.3459095168846,212.47926627997666,238.76892952870463,163.72985635516432,"1675.6696737948766"
2679.9975005051283,196.2121044192998,18.01947567119123,344.0223280526777,16.131540384644094,2974.6540904831154,215.52073372002334,254,166.27014364483568,"1956.3303262051234"
1859,0,0,0,-173,0,0,0,27.21515363844719,"0"
3858,360,37.77878095066772,1397,601,7117,254,254,254,"7173"
2518.827431432691,154.76763933860764,0,127.73211931179077,7.310869199268367,0,141.00361790890187,163.19682983413355,159.76508656887577,"0"
3858,360,66,952.2678806882093,152.68913080073162,2836.169780815274,232.99638209109813,254,220.23491343112423,"7173"
2619.082678430973,0,0,0,-173,2585.2294561723593,0,0,100.34077312283472,"0"
3462.917321569027,360,39.260091627048226,1397,421.59012103799677,3424.7705438276407,254,254,239.65922687716528,"7173"
