0.074,0.198,0.082,0.131,0.047,0.39315393043342917,"0.44867234745424645"
4.493688819616787,20.374,7.994,14.263,17.764,1.8288460695665707,"1.5213276525457535"
0.074,0.5399887816182776,0.9721000170948821,0.131,0.22498825017744434,0.46759218531773483,"0.7116348174494891"
3.5089858226955246,1.6200112183817226,0.9998999829051178,14.263,0.8510117498225556,1.144407814682265,"0.7443651825505109"
0.074,0.198,0.082,0.131,0.047,0.294,"0.33"
40.193,20.374,7.994,14.263,17.764,11.498,"1.2045199985899917"
0.074,0.198,0.082,0.131,0.047,0.294,"0.33"
2.667123460944697,20.374,7.994,2.6325594060183466,17.764,11.498,"8.375"
0.074,0.198,0.082,0.131,0.047,0.294,"0.33"
2.979961782641891,9.361495102042634,3.989941971436963,6.161555925087837,8.71746105066524,4.917260854631758,"3.9703335961595023"
0.074,0.198,0.082,1.7859479451985685,0.047,0.294,"0.33"
40.193,20.374,7.994,10.31005205480143,17.764,11.498,"8.375"
0.074,0.198,0.082,0.2500534837648137,1.6275384521625644,0.294,"3.3871121025230138"
40.193,20.374,7.994,0.6019465162351862,1.6864615478374352,11.498,"3.390887897476986"
0.074,0.198,0.082,0.131,0.047,0.9350328746740287,"0.33"
40.193,20.374,7.994,2.446948698040959,17.764,1.0309671253259711,"8.375"
0.074,0.198,0.082,0.6945634504754031,2.992935716894161,0.294,"0.33"
40.193,20.374,7.994,0.8314365495245969,5.815064283105839,11.498,"1.7801933391862077"
0.074,0.198,0.082,0.131,0.047,0.294,"0.33"
9.911323058601125,3.1246361435220793,2.1896328108009913,14.263,17.764,6.059375120722976,"2.78530976368763"
0.074,0.198,0.2524117990893524,0.131,0.40508136929849614,1.4910946893994823,"0.8644148191377761"
1.7156126167585626,3.6882318651078405,1.7675882009106476,4.423924590432659,2.2089186307015036,1.6189053106005176,"1.585585180862224"
0.6580313339416013,0.198,0.082,0.7232354761805937,0.5895541195969906,0.294,"0.6774884663923758"
1.1439686660583985,2.875136586942668,2.3560144360314776,1.0807645238194064,1.0784458804030095,3.050279808177481,"1.8265115336076243"
0.074,0.198,0.082,0.131,0.047,0.294,"0.33"
40.193,5.429463072009314,7.994,14.263,17.764,11.498,"8.375"
0.074,0.198,0.082,0.131,0.047,1.956236569078185,"0.33"
40.193,20.374,7.994,14.263,17.764,2.115763430921815,"8.375"
0.074,0.8386456197896064,0.8845226392691599,0.5897250396649864,0.5802997730559559,0.6203145512780585,"0.33"
2.4006304362960416,0.8713543802103936,1.0854773607308401,1.5182749603350136,0.9877002269440441,0.8576854487219417,"1.911594704985947"
0.074,0.198,0.082,0.131,0.3303010766066,0.294,"0.33"
40.193,1.42040515483938,2.9136129899723815,14.263,0.8536989233934001,11.498,"4.300478554008508"
0.074,0.198,0.082,0.131,0.047,0.294,"0.33"
40.193,5.582208880209415,7.994,14.263,17.764,11.498,"8.375"
0.074,0.198,0.6724906088180778,0.131,0.047,0.294,"0.8483438376801629"
40.193,20.374,1.2995093911819222,14.263,1.686927887847924,11.498,"0.9036561623198369"
0.074,0.198,0.3488401161702961,0.5258162254203389,0.5774329901035641,0.294,"0.656955356751111"
40.193,3.824010928030232,1.637159883829704,2.0161837745796607,1.656567009896436,11.498,"1.2150446432488888"
9.304863912209786,0.198,0.082,0.131,0.047,0.7151964047670065,"2.2406763381536248"
10.749136087790216,20.374,7.994,14.263,17.764,0.8908035952329934,"2.559323661846375"
5.169141407788109,4.2425927851130485,3.2880204782855573,4.452003428965895,3.9490347107588626,0.7510053391435009,"4.7202440543501165"
10.02085859221189,5.8054072148869516,3.353979521714443,5.5499965710341055,5.474965289241137,1.8549946608564993,"5.603755945649885"
0.074,0.198,0.3181922152282334,0.131,0.047,0.294,"0.33"
9.84479228604751,20.374,1.639807784771767,5.419147719939977,17.764,11.498,"4.806136504108405"
0.074,0.198,0.082,0.131,0.4619633711954992,0.294,"0.4794145428205111"
3.2108244411704567,20.374,7.994,2.407179906059569,0.4800366288045009,11.498,"0.672585457179489"
0.074,0.198,0.082,0.5862980269339766,0.047,0.294,"0.33"
9.632928329869717,20.374,2.6636138738146613,1.2357019730660233,17.764,4.679523782232964,"8.375"
0.074,0.3502696925579095,0.082,0.131,0.047,0.294,"0.33"
4.5059762676497455,0.7617303074420906,3.1653604563684743,14.263,1.619524065648546,0.5996769328939656,"1.4322372256537959"
0.5435766378747933,0.3444720723582235,0.9554541828092676,0.131,0.047,0.294,"0.33"
1.2144233621252067,1.9035279276417767,1.0985458171907327,1.7333309068014917,2.386100021103199,1.525771438840545,"8.375"
0.074,0.198,0.082,0.131,0.047,0.294,"0.33"
