17,Private,10th,1,ALLATTRS,ALLATTRS,Husband,ALLATTRS,Female,0,0,40.46918494697396,Cuba
90,Private,10th,16,ALLATTRS,ALLATTRS,Husband,ALLATTRS,Female,29010.00931088873,4356,99,Cuba
22.629909971666635,Self-emp-inc,Some-college,1,Never-married,Prof-specialty,Own-child,Other,ALLATTRS,0,2025.513408223221,8.944377611062833,Portugal
63.370090028333365,Self-emp-inc,Some-college,16,Never-married,Prof-specialty,Own-child,Other,ALLATTRS,37288.21864622194,2490.4865917767793,87.05562238893717,Portugal
17,ALLATTRS,ALLATTRS,1,ALLATTRS,Craft-repair,ALLATTRS,ALLATTRS,ALLATTRS,0,0,1,United-States
90,ALLATTRS,ALLATTRS,16,ALLATTRS,Craft-repair,ALLATTRS,ALLATTRS,ALLATTRS,99999,4356,99,United-States
46.32277421450597,ALLATTRS,ALLATTRS,1,Married-civ-spouse,Machine-op-inspct,ALLATTRS,White,ALLATTRS,0,0,1,United-States
51.67722578549403,ALLATTRS,ALLATTRS,16,Married-civ-spouse,Machine-op-inspct,ALLATTRS,White,ALLATTRS,99999,4356,99,United-States
22.570389030985858,Private,ALLATTRS,1,Divorced,Prof-specialty,ALLATTRS,Asian-Pac-Islander,Female,0,0,1,ALLATTRS
47.42961096901414,Private,ALLATTRS,16,Divorced,Prof-specialty,ALLATTRS,Asian-Pac-Islander,Female,99999,1538.0455203097279,99,ALLATTRS
60.55431425017058,?,HS-grad,8.394882525729045,Divorced,ALLATTRS,Not-in-family,White,ALLATTRS,0,0,6.892744344800636,United-States
73.44568574982942,?,HS-grad,9.605117474270955,Divorced,ALLATTRS,Not-in-family,White,ALLATTRS,4672.490030837928,443.0030197841412,7.107255655199364,United-States
55.14111240297571,Local-gov,11th,1,Widowed,Other-service,Other-relative,Amer-Indian-Eskimo,Female,0,2776.9055032247607,1,Cambodia
62.85888759702429,Local-gov,11th,16,Widowed,Other-service,Other-relative,Amer-Indian-Eskimo,Female,33305.15923092229,4356,99,Cambodia
17,ALLATTRS,Some-college,1,ALLATTRS,ALLATTRS,Husband,ALLATTRS,ALLATTRS,0,0,1,ALLATTRS
90,ALLATTRS,Some-college,16,ALLATTRS,ALLATTRS,Husband,ALLATTRS,ALLATTRS,99999,4356,99,ALLATTRS
17,Private,ALLATTRS,15.105166098466944,ALLATTRS,ALLATTRS,Husband,ALLATTRS,ALLATTRS,9242.331312104314,0,42.468340230516475,ALLATTRS
90,Private,ALLATTRS,16,ALLATTRS,ALLATTRS,Husband,ALLATTRS,ALLATTRS,20805.668687895686,4356,57.531659769483525,ALLATTRS
17,ALLATTRS,ALLATTRS,1,ALLATTRS,Adm-clerical,Own-child,White,Female,0,2320.2482805080263,89.64215290780129,ALLATTRS
90,ALLATTRS,ALLATTRS,16,ALLATTRS,Adm-clerical,Own-child,White,Female,99999,2593.7517194919737,92.35784709219871,ALLATTRS
17,?,Preschool,4.146607284756659,ALLATTRS,Priv-house-serv,ALLATTRS,Amer-Indian-Eskimo,ALLATTRS,0,0,1,England
61.826133730806916,?,Preschool,9.853392715243341,ALLATTRS,Priv-house-serv,ALLATTRS,Amer-Indian-Eskimo,ALLATTRS,22296.125421652217,4356,99,England
17,ALLATTRS,ALLATTRS,1,Never-married,Other-service,Not-in-family,ALLATTRS,Male,0,0,25.468991358692843,United-States
90,ALLATTRS,ALLATTRS,16,Never-married,Other-service,Not-in-family,ALLATTRS,Male,277.1691408664961,4356,44.53100864130715,United-States
32.616237387340526,Private,ALLATTRS,1,Married-civ-spouse,Other-service,Husband,ALLATTRS,Male,5070.868355018752,0,32.58130937915827,ALLATTRS
39.383762612659474,Private,ALLATTRS,16,Married-civ-spouse,Other-service,Husband,ALLATTRS,Male,9525.131644981248,4356,39.41869062084173,ALLATTRS
31.827452016177546,Self-emp-not-inc,5th-6th,1,Never-married,Transport-moving,Not-in-family,White,Male,0,0,1,United-States
